Source_List,Nombre_JP,Nombre_ENG,Atributo,G-Power,Size,Weight,Rareza,URL
Traps,＜泣潟ｃ,Pythantus,Darkus,Unknown,,15.5g,5.0,http://bakucolle.com/archives/25025912.html
Traps,с潟泣3,Spyderfencer,Pyrus,Unknown,,16.5g,2.0,http://bakucolle.com/archives/12238857.html
Traps,с潟泣3,Spyderfencer,Pyrus,Unknown,,16.5g,3.0,http://bakucolle.com/archives/12238204.html
Traps,違ｃ≪,Grafias,Aquos,Unknown,,16.0g,2.0,http://bakucolle.com/archives/12239220.html
Traps,違ｃ≪,Grafias,Aquos,Unknown,,16.0g,3.0,http://bakucolle.com/archives/12238336.html
Traps,鴻帥若,Spitarm,Ventus,Unknown,,16.5g,2.0,http://bakucolle.com/archives/12238828.html
Traps,鴻帥若,Spitarm,Ventus,Unknown,,16.5g,3.0,http://bakucolle.com/archives/12238163.html
Traps,ゃ≪祉潟,Grakas Hound,Subterra,Unknown,,20.0g,2.0,http://bakucolle.com/archives/12238911.html
Traps,ゃ≪祉潟,Grakas Hound,Subterra,Unknown,,20.0g,3.0,http://bakucolle.com/archives/12238286.html
Traps,,Brachium,Haos,Unknown,,16.0g,2.0,http://bakucolle.com/archives/12239274.html
Traps,,Brachium,Haos,Unknown,,16.0g,3.0,http://bakucolle.com/archives/12238375.html
Traps,若祉潟,Dark Hound,Darkus,Unknown,,19.5g,2.0,http://bakucolle.com/archives/12238939.html
Traps,若祉潟,Dark Hound,Darkus,Unknown,,19.5g,3.0,http://bakucolle.com/archives/12238307.html
Traps,,眼ゃ,Clear,Unknown,,,,http://bakucolle.com/archives/7391685.html
Traps,(),,Clear,500G/520G/540G/600G,32mm,21.0g,2.0,http://bakucolle.com/archives/7422969.html
NewVestroia,,眼ゃ,Clear,Unknown,,,,http://bakucolle.com/archives/7391685.html
NewVestroia,眼＜祉眼ゃ,Pyrus Neo Dragonoid,Pyrus,400G/420G/440G,32mm,13.5g,2.0,http://bakucolle.com/archives/11345823.html
NewVestroia,眼ゃ,Neo Dragonoid,Pyrus,460G,32mm,14.0g,4.0,http://bakucolle.com/archives/11345210.html
NewVestroia,眼ゃ,Neo Dragonoid,Pyrus,500G,32mm,12.5g,2.0,http://bakucolle.com/archives/12238784.html
NewVestroia,眼＜HEX 眼ゃ,Pyrus HEX Neo Dragonoid,Pyrus,440G/490G/500G,32mm,13.5g,7.0,http://bakucolle.com/archives/11346412.html
NewVestroia,≪≪祉眼ゃ,Aquos Neo Dragonoid,Aquos,520G,32mm,13.5g,3.0,http://bakucolle.com/archives/20249376.html
NewVestroia,若ｃ鴻祉眼ゃ,Ventus Neo Dragonoid,Ventus,520G/540G,32mm,13.5g,3.0,http://bakucolle.com/archives/13000936.html
NewVestroia,祉眼ゃ,Neo Dragonoid,Haos,540G,32mm,13.5g,3.0,http://bakucolle.com/archives/15166134.html
NewVestroia,若潟祉眼ゃ,Darkus Neo Dragonoid,Darkus,420G/440G/500G/540G,32mm,14.0g,3.0,http://bakucolle.com/archives/12984914.html
NewVestroia,眼ゃ,Neo Dragonoid,Pyrus,460G/550G/640G/670G,32mm,13.5g,3.0,http://bakucolle.com/archives/11346004.html
NewVestroia,眼ゃ,Neo Dragonoid,Pyrus,575G,32mm,14.0g,6.0,http://bakucolle.com/archives/11345334.html
NewVestroia,眼＜祉眼ゃ,Pyrus Neo Dragonoid,Pyrus,480G/610G/680G,32mm,14.0g,6.0,http://bakucolle.com/archives/11345267.html
NewVestroia,眼ゃ,Neo Dragonoid,Pyrus,590G,32mm,14.0g,7.0,http://bakucolle.com/archives/11345435.html
NewVestroia,眼ゃ,Neo Dragonoid,Pyrus,640G,32mm,14.0g,6.0,http://bakucolle.com/archives/11345453.html
NewVestroia,眼＜祉眼ゃ,Pyrus Neo Dragonoid,Pyrus,650G,32mm,13.5g,7.0,http://bakucolle.com/archives/29333714.html
NewVestroia,眼ゃ,Neo Dragonoid,Pyrus,740G,32mm,14.0g,6.0,http://bakucolle.com/archives/11345106.html
NewVestroia,眼ゃ,Neo Dragonoid,Pyrus,650G,32mm,13.0g,3.0,http://bakucolle.com/archives/12238044.html
NewVestroia,眼ゃ(＜若鴻≪),Dragonoid,Pyrus,Unknown,,,,http://bakucolle.com/archives/7037190.html
NewVestroia,眼ゃ,Neo Dragonoid,Pyrus,Unknown,32mm,13.5g,9.0,http://bakucolle.com/archives/25085139.html
NewVestroia,≪≪祉眼ゃ,Aquos Neo Dragonoid,Aquos,410G/490G/540G/620G,32mm,13.5g,4.0,http://bakucolle.com/archives/20336404.html
NewVestroia,≪≪祉眼ゃ,Aquos Neo Dragonoid,Aquos,620G,32mm,14.5g,8.0,http://bakucolle.com/archives/29333674.html
NewVestroia,≪≪祉眼ゃ,Neo Dragonoid,Aquos,620G,32mm,13.5g,5.0,http://bakucolle.com/archives/20336468.html
NewVestroia,≪≪祉眼ゃ,Neo Dragonoid,Aquos,750G,32mm,14.0g,6.0,http://bakucolle.com/archives/20336441.html
NewVestroia,若ｃ鴻祉眼ゃ,Neo Dragonoid,Ventus,710G/730G,32mm,13.5g,5.0,http://bakucolle.com/archives/25103811.html
NewVestroia,泣祉眼ゃ,Subterra Neo Dragonoid,Subterra,500G/590G,32mm,14.0g,5.0,http://bakucolle.com/archives/25178032.html
NewVestroia,泣祉眼ゃ,Neo Dragonoid,Subterra,750G,32mm,14.0g,6.0,http://bakucolle.com/archives/25178056.html
NewVestroia,祉眼ゃ,Neo Dragonoid,Haos,550G/660G,32mm,13.5g,4.0,http://bakucolle.com/archives/15166163.html
NewVestroia,祉眼ゃ,Haos Neo Dragonoid,Haos,600G,32mm,14.0g,8.0,http://bakucolle.com/archives/29333651.html
NewVestroia,眼ゃ,Neo Dragonoid,Darkus,480G/490G/520G/570G,32mm,14.0g,3.0,http://bakucolle.com/archives/12985156.html
NewVestroia,若潟祉眼ゃ,Darkus Neo Dragonoid,Darkus,510G/600G,32mm,14.0g,8.0,http://bakucolle.com/archives/12984676.html
NewVestroia,眼ゃ,Neo Dragonoid,Darkus,Unknown,32mm,14.0g,7.0,http://bakucolle.com/archives/12985380.html
NewVestroia,眼ゃ,Neo Dragonoid,Darkus,700G,32mm,14.0g,6.0,http://bakucolle.com/archives/12984693.html
NewVestroia,眼ゃ,Neo Dragonoid,Clear,650G/680G,32mm,14.0g,7.0,http://bakucolle.com/archives/15169479.html
NewVestroia,眼＜祉眼ゃ祉眼,Pyrus Neo Dragonoid Voltex,Pyrus,420G/440G/460G,32mm,14.0g,3.0,http://bakucolle.com/archives/11346117.html
NewVestroia,眼ゃ 祉眼,Neo Dragonoid Voltex,Pyrus,460G/650G760G,32mm,14.0g,5.0,http://bakucolle.com/archives/11346184.html
NewVestroia,祉眼ゃ 祉眼,Haos Neo Dragonoid Voltex,Haos,660G,32mm,14.0g,6.0,http://bakucolle.com/archives/15166188.html
NewVestroia,鴻 祉眼ゃ,Spin Dragonoid,Pyrus,670G,32mm,14.0g,6.0,http://bakucolle.com/archives/11349990.html
NewVestroia,≪≪祉鴻潟祉眼ゃ,Aquos Spin Dragonoid,Aquos,Unknown,32mm,13.5g,6.0,http://bakucolle.com/archives/25713607.html
NewVestroia,泣祉鴻潟祉眼ゃ,Spin Dragonoid,Subterra,640G,32mm,14.0g,6.0,http://bakucolle.com/archives/25177950.html
NewVestroia,若潟祉鴻潟祉眼ゃ,Darkus Spin Dragonoid,Darkus,620G,32mm,14.0g,7.0,http://bakucolle.com/archives/29653377.html
NewVestroia,帥若潟祉眼ゃ,Turbine Dragonoid,Pyrus,710G,32mm,18.0g,8.0,http://bakucolle.com/archives/12899951.html
NewVestroia,≪≪祉帥若潟祉眼ゃ,Turbine Dragonoid,Aquos,690G,32mm,18.0g,8.0,http://bakucolle.com/archives/20336335.html
NewVestroia,眼＜祉祉眼ゃ (),Pyrus Ultra Dragonoid,Pyrus,480G,32mm,15.0g,4.0,http://bakucolle.com/archives/11348045.html
NewVestroia,眼＜祉祉眼ゃ (＜若娯罕),Pyrus Ultra Dragonoid,Pyrus,490G/520G,32mm,14.0g,3.0,http://bakucolle.com/archives/11347871.html
NewVestroia,祉眼ゃ,Ultra Dragonoid,Pyrus,850G,32mm,14.0g,8.0,http://bakucolle.com/archives/11347613.html
NewVestroia,祉眼ゃ,Ultra Dragonoid,Pyrus,580G,32mm,14.5g,7.0,http://bakucolle.com/archives/11347435.html
NewVestroia,祉眼ゃ (),Ultra Dragonoid,Pyrus,580G/750G,32mm,15.0g,7.0,http://bakucolle.com/archives/11348171.html
NewVestroia,祉眼ゃ (＜若娯罕),Ultra Dragonoid,Pyrus,780G,32mm,14.0g,5.0,http://bakucolle.com/archives/11347938.html
NewVestroia,≪≪祉祉眼ゃ,Ultra Dragonoid,Aquos,540G,32mm,14.5g,7.0,http://bakucolle.com/archives/20336543.html
NewVestroia,≪≪祉祉眼ゃ (＜若娯罕),Ultra Dragonoid,Aquos,540G,32mm,14.0g,6.0,http://bakucolle.com/archives/20336518.html
NewVestroia,泣祉祉眼ゃ,Ultra Dragonoid,Subterra,680G,32mm,14.5g,7.0,http://bakucolle.com/archives/25178078.html
NewVestroia,若潟祉祉眼ゃ,Darkus Ultra Dragonoid,Darkus,770G,32mm,14.5g,8.0,http://bakucolle.com/archives/29333773.html
NewVestroia,祉眼ゃ 祉帥ゃ若,Ultra Dragonoid Tyhoon,Pyrus,720G,32mm,14.0g,8.0,http://bakucolle.com/archives/11347769.html
NewVestroia,≪≪祉 眼ゃ祉帥ゃ若,Ultra Dragonoid Tyhoon,Aquos,710G,32mm,14.0g,8.0,http://bakucolle.com/archives/20336573.html
NewVestroia,若ｃ鴻祉 眼ゃ祉帥ゃ若,Ultra Dragonoid Tyhoon,Ventus,670G,32mm,14.0g,8.0,http://bakucolle.com/archives/25103821.html
NewVestroia,眼＜祉鴻祉眼ゃ,Pyrus Pyro Dragonoid,Pyrus,340G/360G/380G,32mm,11.0g,2.0,http://bakucolle.com/archives/11346960.html
NewVestroia,祉鴻祉眼ゃ,Haos Pyro Dragonoid,Haos,500G,32mm,11.5g,3.0,http://bakucolle.com/archives/15165373.html
NewVestroia,若潟祉鴻祉眼ゃ,Darkus Pyro Dragonoid,Darkus,500G/520G,32mm,11.0g,3.0,http://bakucolle.com/archives/12997411.html
NewVestroia,鴻祉眼ゃ,Pyro Dragonoid,Pyrus,380G/410G/600G/660G,32mm,11.0g,3.0,http://bakucolle.com/archives/11347019.html
NewVestroia,眼＜祉鴻祉眼ゃ,Pyrus Pyro Dragonoid,Pyrus,500G,32mm,11.5g,5.0,http://bakucolle.com/archives/11347138.html
NewVestroia,≪≪祉鴻祉眼ゃ,Aquos Pyro Dragonoid,Aquos,630G,32mm,11.5g,5.0,http://bakucolle.com/archives/29652835.html
NewVestroia,若ｃ鴻祉鴻祉眼ゃ,Ventus Pyro Dragonoid,Ventus,460G/550G,32mm,11.5g,3.0,http://bakucolle.com/archives/25102343.html
NewVestroia,鴻祉眼ゃ (＜若娯罕),Pyro Dragonoid,Ventus,600G,32mm,11.5g,3.0,http://bakucolle.com/archives/25102717.html
NewVestroia,泣祉鴻祉眼ゃ,Subterra Pyro Dragonoid,Subterra,500G/530G,32mm,11.5g,4.0,http://bakucolle.com/archives/25177519.html
NewVestroia,祉鴻祉眼ゃ,Pyro Dragonoid,Haos,480G/560G,32mm,11.0g,4.0,http://bakucolle.com/archives/15165390.html
NewVestroia,祉 祉眼ゃ,Pyro Dragonoid,Haos,640G,32mm,12.0g,7.0,http://bakucolle.com/archives/15169321.html
NewVestroia,若潟祉 祉眼ゃ,Pyro Dragonoid,Darkus,590G,32mm,11.0g,4.0,http://bakucolle.com/archives/12997455.html
NewVestroia,≪≪ ゃ若眼ゃ,Hyper Dragonoid,Aquos,540G,32mm,11.5g,4.0,http://bakucolle.com/archives/20249664.html
NewVestroia,若潟祉ゃ若祉眼ゃ,Darkus Hyper Dragonoid,Darkus,500G,32mm,11.5g,3.0,http://bakucolle.com/archives/12986227.html
NewVestroia,ゃ 祉眼ゃ,Hyper Dragonoid,Pyrus,500G/550G/680G/700G/740G,32mm,11.5g,4.0,http://bakucolle.com/archives/11349223.html
NewVestroia,眼＜祉ゃ若祉眼ゃ,Pyrus Hyper Dragonoid,Pyrus,570G/690G,32mm,12.0g,5.0,http://bakucolle.com/archives/11349093.html
NewVestroia,ゃ 祉眼ゃ,Hyper Dragonoid,Pyrus,560G/740G,32mm,12.0g,6.0,http://bakucolle.com/archives/11349144.html
NewVestroia,ゃ若祉眼ゃ (＜若娯罕),Hyper Dragonoid,Pyrus,550G/600G/650G/740G,32mm,11.5g,4.0,http://bakucolle.com/archives/11349322.html
NewVestroia,眼＜祉ゃ若祉眼ゃ,Pyrus Hyper Dragonoid,Pyrus,620G,32mm,12.0g,6.0,http://bakucolle.com/archives/29653181.html
NewVestroia,≪≪祉ゃ若祉眼ゃ,Aquos Hyper Dragonoid,Aquos,670G,32mm,12.0g,5.0,http://bakucolle.com/archives/29653137.html
NewVestroia,≪≪祉ゃ若祉眼ゃ,Aquos Hyper Dragonoid,Aquos,600G,32mm,12.0g,6.0,http://bakucolle.com/archives/29653150.html
NewVestroia,若ｃ鴻祉ゃ若祉眼ゃ (＜若娯罕),Ventus Hyper Dragonoid,Ventus,700G,32mm,11.5g,6.0,http://bakucolle.com/archives/29332684.html
NewVestroia,泣祉ゃ若祉眼ゃ (＜若娯罕),Subterra Hyper Dragonoid,Subterra,710G,32mm,11.5g,6.0,http://bakucolle.com/archives/29653119.html
NewVestroia,祉ゃ若祉眼ゃ,Haos Hyper Dragonoid,Haos,670G,32mm,12.0g,5.0,http://bakucolle.com/archives/29653143.html
NewVestroia,ゃ 祉眼ゃ,Hyper Dragonoid,Darkus,650G,32mm,11.5g,6.0,http://bakucolle.com/archives/12986267.html
NewVestroia,ゃ若祉眼ゃ,Hyper Dragonoid,Darkus,730G,32mm,11.5g,6.0,http://bakucolle.com/archives/12985245.html
NewVestroia,若潟祉ゃ若祉眼ゃ,Darkus Hyper Dragonoid,Darkus,530G,32mm,11.5g,6.0,http://bakucolle.com/archives/12985276.html
NewVestroia,若潟祉ゃ若祉眼ゃ,Darkus Hyper Dragonoid,Darkus,530G,32mm,11.5g,6.0,http://bakucolle.com/archives/29332703.html
NewVestroia,ゃ 祉眼ゃ,Hyper Dragonoid,Clear,Unknown,32mm,11.5g,6.0,http://bakucolle.com/archives/11349390.html
NewVestroia,ゃ 祉眼ゃ,Hyper Dragonoid,Clear,740G,32mm,11.5g,6.0,http://bakucolle.com/archives/12986331.html
NewVestroia,ゃ 祉眼ゃ,Hyper Dragonoid,Clear,850G,32mm,11.5g,6.0,http://bakucolle.com/archives/25103632.html
NewVestroia,ゃ若祉眼ゃ,Hyper Dragonoid,Clear,710G,32mm,11.5g,6.0,http://bakucolle.com/archives/25177488.html
NewVestroia,泣ゃ潟 眼ゃ,Cyclone Dragonoid,Pyrus,Unknown,32mm,g,5.0,http://bakucolle.com/archives/15832325.html
NewVestroia,泣ゃ潟祉眼ゃ,Cyclone Dragonoid,Ventus,800G,32mm,13.5g,5.0,http://bakucolle.com/archives/25103645.html
NewVestroia,泣祉泣ゃ潟祉眼ゃ,Subterra Dragonoid,Subterra,690G,32mm,13.5g,7.0,http://bakucolle.com/archives/29332674.html
NewVestroia,鴻祉眼ゃ,Cross Dragonoid,Pyrus,540G,32mm,16.0g,4.0,http://bakucolle.com/archives/11348376.html
NewVestroia,眼＜祉鴻祉眼ゃ,Pyrus Cross Dragonoid,Pyrus,540G,32mm,16.0g,5.0,http://bakucolle.com/archives/11348512.html
NewVestroia,鴻祉眼ゃ,Cross Dragonoid,Pyrus,580G,32mm,16.5g,5.0,http://bakucolle.com/archives/11348845.html
NewVestroia,≪≪祉鴻祉眼ゃ,Cross Dragonoid,Aquos,540G,32mm,16.0g,7.0,http://bakucolle.com/archives/20249224.html
NewVestroia,若ｃ鴻祉鴻祉眼ゃ,Cross Dragonoid,Ventus,500G,32mm,16.0g,4.0,http://bakucolle.com/archives/20249289.html
NewVestroia,若ｃ鴻祉鴻祉眼ゃ (≪帥ゃ),Cross Dragonoid,Ventus,540G,32mm,17.0g,9.0,http://bakucolle.com/archives/10874123.html
NewVestroia,若潟祉鴻祉眼ゃ,Cross Dragonoid,Darkus,500G,32mm,16.0g,6.0,http://bakucolle.com/archives/13001377.html
NewVestroia,若潟祉鴻祉眼ゃ (≪),Darkus Cross Dragonoid (Clear Black),Darkus,540G,32mm,16.5g,5.0,http://bakucolle.com/archives/13001484.html
NewVestroia,≪ｃ＜ 祉眼ゃ 7 in 1,7 in 1 Maxus Dragonoid,Pyrus,Unknown,,117.0g,2.0,http://bakucolle.com/archives/12238568.html
NewVestroia,≪ｃ＜ 祉眼ゃ 7 in 1,7 in 1 Maxus Dragonoid,Pyrus,7 in 1 MAXUS DRAGONOID,,117.0g,5.0,http://bakucolle.com/archives/12237788.html
NewVestroia,眼＜祉,Pyrus Viper Helios,Pyrus,400G/420G/440G,32mm,13.5g,2.0,http://bakucolle.com/archives/11361308.html
NewVestroia,眼＜祉 鴻激ｃ寂罕,Pyrus Viper Helios Special Color,Pyrus,480G/510G/560G,32mm,13.5g,7.0,http://bakucolle.com/archives/11361501.html
NewVestroia,≪≪祉,Aquos Viper Helios,Aquos,500G,32mm,13.5g,3.0,http://bakucolle.com/archives/13000908.html
NewVestroia,,Viper Helios,Pyrus,650G,32mm,13.5g,7.0,http://bakucolle.com/archives/11361211.html
NewVestroia,眼＜祉,Pyrus Viper Helios,Pyrus,720G,32mm,13.5g,7.0,http://bakucolle.com/archives/26545216.html
NewVestroia,≪≪祉,Viper Helios,Aquos,730G,32mm,13.5g,5.0,http://bakucolle.com/archives/20336971.html
NewVestroia,≪≪祉 (＜若娯罕),Viper Helios,Aquos,730G,32mm,13.5g,5.0,http://bakucolle.com/archives/25025484.html
NewVestroia,≪≪祉,Aquos Viper Helios,Aquos,650G,32mm,14.0g,8.0,http://bakucolle.com/archives/20337045.html
NewVestroia,≪≪祉,Viper Helios,Aquos,660G,32mm,14.0g,7.0,http://bakucolle.com/archives/20337015.html
NewVestroia,≪≪祉,Aquos Viper Helios,Aquos,710G,32mm,13.5g,7.0,http://bakucolle.com/archives/29333399.html
NewVestroia,若ｃ鴻祉,Ventus Viper Helios,Ventus,660G,32mm,14.0g,5.0,http://bakucolle.com/archives/26545144.html
NewVestroia,若ｃ鴻祉,Ventus Viper Helios,Ventus,850G,32mm,14.0g,8.0,http://bakucolle.com/archives/25104655.html
NewVestroia,泣祉,Viper Helios,Subterra,480G,32mm,13.5g,5.0,http://bakucolle.com/archives/25178219.html
NewVestroia,泣祉,Viper Helios,Subterra,550G,32mm,13.5g,7.0,http://bakucolle.com/archives/25178319.html
NewVestroia,祉,Haos Viper Helios,Haos,550G,32mm,14.0g,7.0,http://bakucolle.com/archives/19419116.html
NewVestroia,祉,Haos Viper Helios,Haos,730G/770G,32mm,14.0g,7.0,http://bakucolle.com/archives/26545162.html
NewVestroia,,Viper Helios,Darkus,550G,32mm,13.5g,7.0,http://bakucolle.com/archives/13001014.html
NewVestroia,若潟祉,Darkus Viper Helios,Darkus,610G,32mm,13.5g,7.0,http://bakucolle.com/archives/26545197.html
NewVestroia,若潟祉,Darkus Viper Helios,Darkus,750G,32mm,14.0g,7.0,http://bakucolle.com/archives/29653504.html
NewVestroia,若潟祉,Darkus Viper Helios,Darkus,550G,32mm,14.0g,7.0,http://bakucolle.com/archives/29653478.html
NewVestroia,,Viper Helios,Clear,720G,32mm,14.0g,7.0,http://bakucolle.com/archives/15169532.html
NewVestroia,,Viper Helios,Clear,550G/850G,32mm,14.0g,8.0,http://bakucolle.com/archives/25025532.html
NewVestroia,,Viper Helios,Clear,650G,32mm,13.5g,6.0,http://bakucolle.com/archives/11361273.html
NewVestroia,若祉若,Orbit Helios,Ventus,520G,32mm,14.5g,3.0,http://bakucolle.com/archives/7387251.html
NewVestroia,若祉若,Orbit Helios,Aquos,720G,32mm,,,http://bakucolle.com/archives/7155221.html
NewVestroia,泣ゃ若違,Cyborg Helios,Pyrus,500G,32mm,11.5g,4.0,http://bakucolle.com/archives/12236576.html
NewVestroia,若ｃ鴻祉泣ゃ若違祉,Ventus Cyborg Helios,Ventus,520G/540G,32mm,12.0g,3.0,http://bakucolle.com/archives/13000750.html
NewVestroia,泣ゃ若違祉,Cyborg Helios,Haos,460G,32mm,12.0g,4.0,http://bakucolle.com/archives/15169421.html
NewVestroia,若潟祉泣ゃ若違祉,Darkus Cyborg Helios,Darkus,520G,32mm,12.0g,3.0,http://bakucolle.com/archives/13000886.html
NewVestroia,泣ゃ若違,Cyborg Helios,Pyrus,450G/620G/680G,32mm,12.0g,4.0,http://bakucolle.com/archives/11361784.html
NewVestroia,泣ゃ若違祉,Cyborg Helios,Pyrus,650G,32mm,12.5g,7.0,http://bakucolle.com/archives/11011288.html
NewVestroia,眼＜祉泣ゃ若違,Pyrus Cyborg Helios,Pyrus,600G,32mm,11.5g,8.0,http://bakucolle.com/archives/26573009.html
NewVestroia,泣ゃ若違,Cyborg Helios,Aquos,720G,32mm,12.0g,7.0,http://bakucolle.com/archives/20336927.html
NewVestroia,≪≪祉泣ゃ若違,Aquos Cyborg Helios,Aquos,780G,32mm,12.0g,7.0,http://bakucolle.com/archives/29653348.html
NewVestroia,≪≪祉泣ゃ若違,Aquos Cyborg Helios,Aquos,Unknown,32mm,12.0g,9.0,http://bakucolle.com/archives/27133089.html
NewVestroia,若ｃ鴻祉泣ゃ若違,Ventus Cyborg Helios,Ventus,780G,32mm,11.5g,6.0,http://bakucolle.com/archives/26832853.html
NewVestroia,若ｃ鴻祉泣ゃ若違,Ventus Cyborg Helios,Ventus,Unknown,32mm,12.5g,9.0,http://bakucolle.com/archives/27133034.html
NewVestroia,泣祉泣ゃ若違,Cyborg Helios,Subterra,540G,32mm,11.5g,4.0,http://bakucolle.com/archives/25178175.html
NewVestroia,泣ゃ若違,Cyborg Helios,Haos,580G/630G,32mm,11.5g,4.0,http://bakucolle.com/archives/15166322.html
NewVestroia,泣ゃ若違,Cyborg Helios,Haos,625G,32mm,12.0g,7.0,http://bakucolle.com/archives/21636681.html
NewVestroia,鴻祉泣ゃ若違,Cyborg Helios,Haos,770G,32mm,11.5g,6.0,http://bakucolle.com/archives/25526116.html
NewVestroia,若潟祉泣ゃ若違祉,Darkus Cyborg Helios,Darkus,670G,32mm,12.0g,8.0,http://bakucolle.com/archives/29332551.html
NewVestroia,≪＜若ャ,Alpha Hydranoid,Darkus,Unknown,,,,http://bakucolle.com/archives/7037374.html
NewVestroia,泣ゃ若違祉,Cyborg Helios,Darkus,Unknown,32mm,12.0g,9.0,http://bakucolle.com/archives/25085291.html
NewVestroia,泣ゃ若違,Cyborg Helios,Clear,650G,32mm,12.5g,7.0,http://bakucolle.com/archives/25036138.html
NewVestroia,泣ゃ若違鴻祉帥若,Turbine Helios,Pyrus,440G/460G/480G,32mm,17.0g,2.0,http://bakucolle.com/archives/11361651.html
NewVestroia,≪≪祉泣ゃ若違鴻祉帥若,Aquos Turbine Helios,Aquos,640G,32mm,17.5g,5.0,http://bakucolle.com/archives/29332578.html
NewVestroia,若ｃ鴻 泣ゃ若違鴻祉帥若,Turbine Helios,Ventus,630G/640G,32mm,17.5g,5.0,http://bakucolle.com/archives/25112168.html
NewVestroia,泣ゃ若違 祉帥若,Turbine Helios,Haos,800G,32mm,17.0g,5.0,http://bakucolle.com/archives/15166392.html
NewVestroia,MK,Helios MK,Pyrus,540G,32mm,15.5g,4.0,http://bakucolle.com/archives/7726822.html
NewVestroia,眼＜祉MK(),Pyrus Helios MK(Black),Pyrus,540G,32mm,16.0g,7.0,http://bakucolle.com/archives/7726994.html
NewVestroia,眼＜祉MK,Pyrus Helios MK,Pyrus,520G/540G+(180G/200G),32mm,15.5g/(16.5)g,7.0,http://bakucolle.com/archives/7728182.html
NewVestroia,MK 鐚 ゃ潟ｃ鴻帥,Clear Helios MK + Twin Destructor,Pyrus,540G+(200G),32mm,16.0g/(17.5)g,8.0,http://bakucolle.com/archives/7727994.html
NewVestroia,MK,Helios MK,Aquos,520G,32mm,15.5g,5.0,http://bakucolle.com/archives/7727053.html
NewVestroia,若ｃ鴻祉MK,Ventus Helios MK,Ventus,540G,32mm,15.5g,7.0,http://bakucolle.com/archives/7727332.html
NewVestroia,若ｃ鴻祉MK (≪違若),Ventus Helios MK (Clear Green),Ventus,550G,32mm,16.5g,8.0,http://bakucolle.com/archives/7727512.html
NewVestroia,若潟祉MK,Darkus Helios MK,Darkus,520G,32mm,15.5g,6.0,http://bakucolle.com/archives/7727404.html
NewVestroia,若潟祉MK-(≪),Darkus Helios MK-(Clear Black),Darkus,550G,32mm,16.5g,9.0,http://bakucolle.com/archives/7727716.html
NewVestroia,MK ver.4.3(≪帥ゃ),Helios MK ver.4.3(Clear Type),Clear,300G/560G,32mm,16.0g,9.0,http://bakucolle.com/archives/7728318.html
NewVestroia,≪ｃ＜ 祉 7 in 1,Maxus Helios 7 in 1,Pyrus,Unknown,,87.0g,4.0,http://bakucolle.com/archives/12236468.html
NewVestroia,≪ｃ＜ 祉 7 in 1,Maxus Helios 7 in 1,Pyrus,Unknown,,87.0g,7.0,http://bakucolle.com/archives/12237947.html
NewVestroia,≪ｃ＜祉,Maxus Helios,Pyrus,Unknown,,87.0g,7.0,http://bakucolle.com/archives/11012720.html
NewVestroia,≪≪祉ｃ,Aquos Elfin,Aquos,200G/420G/440G/460G,32mm,11.5g,3.0,http://bakucolle.com/archives/13000529.html
NewVestroia,ｃ,Elfin,Pyrus,400G/500G/700G,32mm,11.0g,5.0,http://bakucolle.com/archives/11395685.html
NewVestroia,≪≪祉ｃ,Aquos Elfin,Aquos,(550G-610G-650G)690G()780G(),32mm,11.0g,6.0,http://bakucolle.com/archives/20320398.html
NewVestroia,ｃ,Elfin,Aquos,650G,32mm,12.0g,8.0,http://bakucolle.com/archives/20320454.html
NewVestroia,若ｃ鴻祉ｃ,Elfin,Ventus,540G-610G-660G,32mm,11.0g,6.0,http://bakucolle.com/archives/25111972.html
NewVestroia,泣祉ｃ,Elfin,Subterra,700G,32mm,11.0g,6.0,http://bakucolle.com/archives/25178021.html
NewVestroia,ｃ,Elfin,Haos,(340G-570G-660G)/680G,32mm,11.0g,6.0,http://bakucolle.com/archives/15165553.html
NewVestroia,ｃ,Elfin,Clear,Unknown,32mm,11.5g,8.0,http://bakucolle.com/archives/15185411.html
NewVestroia,≪≪祉ャ≪祉ｃ,Aquos Dual Elfin,Aquos,460G,32mm,10.0g,4.0,http://bakucolle.com/archives/20249816.html
NewVestroia,眼＜祉ャ≪ 祉ｃ,Dual Elfin,Pyrus,640G,32mm,10.5g,4.0,http://bakucolle.com/archives/11395569.html
NewVestroia,ャ≪祉ｃ,Dual Elfin,Pyrus,540G,32mm,10.5g,5.0,http://bakucolle.com/archives/11395479.html
NewVestroia,眼＜祉ャ≪祉ｃ (＜若娯罕),Pyrus Dual Elfin,Pyrus,750G,32mm,10.5g,5.0,http://bakucolle.com/archives/26572867.html
